what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.app,1.2.1.R35x_v20091203,"org.eclipse.equinox.app",1274280485140
started,bundle,org.eclipse.equinox.common,3.5.1.R35x_v20090807-1100,"org.eclipse.equinox.common",1274280485140
started,bundle,org.eclipse.equinox.ds,1.1.1.R35x_v20090806,"org.eclipse.equinox.ds",1274280485141
started,bundle,org.eclipse.equinox.frameworkadmin,1.0.100.v20090520-1905,"org.eclipse.equinox.frameworkadmin",1274280485141
started,bundle,org.eclipse.equinox.frameworkadmin.equinox,1.0.101.R35x_v20091214,"org.eclipse.equinox.frameworkadmin.equinox",1274280485142
started,bundle,org.eclipse.equinox.p2.core,1.0.101.R35x_v20090819,"org.eclipse.equinox.p2.core",1274280485142
started,bundle,org.eclipse.equinox.p2.director,1.0.101.R35x_v20100112,"org.eclipse.equinox.p2.director",1274280485142
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.100.v20090525,"org.eclipse.equinox.p2.directorywatcher",1274280485143
started,bundle,org.eclipse.equinox.p2.engine,1.0.102.R35x_v20091117,"org.eclipse.equinox.p2.engine",1274280485143
started,bundle,org.eclipse.equinox.p2.exemplarysetup,1.0.100.v20090520-1905,"org.eclipse.equinox.p2.exemplarysetup",1274280485144
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.100.v20090520-1905,"org.eclipse.equinox.p2.garbagecollector",1274280485144
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.0.101.R35x_v20090812,"org.eclipse.equinox.p2.metadata.repository",1274280485145
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.0.100.v20090520-1905,"org.eclipse.equinox.p2.reconciler.dropins",1274280485145
started,bundle,org.eclipse.equinox.p2.repository,1.0.1.R35x_v20100105,"org.eclipse.equinox.p2.repository",1274280485146
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20090520-1905,"org.eclipse.equinox.p2.ui.sdk.scheduler",1274280485146
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.0.v20090520-1905,"org.eclipse.equinox.p2.updatechecker",1274280485151
started,bundle,org.eclipse.equinox.preferences,3.2.301.R35x_v20091117,"org.eclipse.equinox.preferences",1274280485151
started,bundle,org.eclipse.equinox.registry,3.4.100.v20090520-1800,"org.eclipse.equinox.registry",1274280485152
started,bundle,org.eclipse.equinox.security,1.0.100.v20090520-1800,"org.eclipse.equinox.security",1274280485158
started,bundle,org.eclipse.equinox.simpleconfigurator.manipulator,1.0.101.R35x_v20100209,"org.eclipse.equinox.simpleconfigurator.manipulator",1274280485159
started,bundle,org.eclipse.equinox.util,1.0.100.v20090520-1800,"org.eclipse.equinox.util",1274280485159
started,bundle,org.eclipse.help,3.4.1.v20090805_35x,"org.eclipse.help",1274280485160
started,bundle,org.eclipse.jdt.core,3.5.2.v_981_R35x,"org.eclipse.jdt.core",1274280485167
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20090603,"org.eclipse.jdt.core.manipulation",1274280485168
started,bundle,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui",1274280485172
started,bundle,org.eclipse.jface,3.5.2.M20100120-0800,"org.eclipse.jface",1274280485172
started,bundle,org.eclipse.jsch.core,1.1.100.I20090430-0408,"org.eclipse.jsch.core",1274280485172
started,bundle,org.eclipse.search,3.5.1.r351_v20090708-0800,"org.eclipse.search",1274280485173
started,bundle,org.eclipse.team.core,3.5.1.r35x_20100113-0800,"org.eclipse.team.core",1274280485174
started,bundle,org.eclipse.team.cvs.core,3.3.200.I20090430-0408,"org.eclipse.team.cvs.core",1274280485174
started,bundle,org.eclipse.team.cvs.ui,3.3.202.r35x_20090930-0800,"org.eclipse.team.cvs.ui",1274280485175
started,bundle,org.eclipse.team.ui,3.5.0.I20090430-0408,"org.eclipse.team.ui",1274280485176
started,bundle,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui",1274280485177
started,bundle,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console",1274280485178
started,bundle,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.editors",1274280485178
started,bundle,org.eclipse.ui.forms,3.4.1.v20090714_35x,"org.eclipse.ui.forms",1274280485179
started,bundle,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.ide",1274280485198
started,bundle,org.eclipse.ui.intro,3.3.2.v20100111_35x,"org.eclipse.ui.intro",1274280485199
started,bundle,org.eclipse.ui.intro.universal,3.2.300.v20090526,"org.eclipse.ui.intro.universal",1274280485199
started,bundle,org.eclipse.ui.net,1.2.1.r35x_20090812-1200,"org.eclipse.ui.net",1274280485199
started,bundle,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views",1274280485200
started,bundle,org.eclipse.ui.views.log,1.0.100.v20090731,"org.eclipse.ui.views.log",1274280485200
started,bundle,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"org.eclipse.ui.workbench",1274280485214
started,bundle,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.workbench.texteditor",1274280485216
started,bundle,org.eclipse.update.configurator,3.3.0.v20090312,"org.eclipse.update.configurator",1274280485216
started,bundle,org.eclipse.update.core,3.2.300.v20090525,"org.eclipse.update.core",1274280485217
started,bundle,org.eclipse.update.scheduler,3.2.200.v20081127,"org.eclipse.update.scheduler",1274280485217
started,bundle,org.eclipse.mylyn.bugzilla.core,3.3.2.v20100222-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1274280485218
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.3.2.v20100222-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1274280485219
started,bundle,org.eclipse.mylyn.commons.net,3.3.0.v20091013-0200-e3x,"org.eclipse.mylyn.commons.net",1274280485219
started,bundle,org.eclipse.mylyn.commons.ui,3.3.2.v20100222-0100-e3x,"org.eclipse.mylyn.commons.ui",1274280485220
started,bundle,org.eclipse.mylyn.context.core,3.3.2.v20100222-0100-e3x,"org.eclipse.mylyn.context.core",1274280485221
started,bundle,org.eclipse.mylyn.context.ui,3.3.2.v20100222-0100-e3x,"org.eclipse.mylyn.context.ui",1274280485411
started,bundle,org.eclipse.mylyn.monitor.ui,3.3.2.v20100222-0100-e3x,"org.eclipse.mylyn.monitor.ui",1274280485411
started,bundle,org.eclipse.mylyn.tasks.ui,3.3.2.v20100222-0100-e3x,"org.eclipse.mylyn.tasks.ui",1274280485441
started,bundle,org.eclipse.mylyn.team.ui,3.3.2.v20100222-0100-e3x,"org.eclipse.mylyn.team.ui",1274280485442
started,bundle,org.eclipse.uml2.uml,3.0.1.v200908281330,"org.eclipse.uml2.uml",1274280485462
started,bundle,org.eclipse.jet.ui,1.0.0.v200906120900,"org.eclipse.jet.ui",1274280485463
started,bundle,org.eclipse.m2m.atl.adt.ui,3.0.2.v201001190421,"org.eclipse.m2m.atl.adt.ui",1274280485463
started,bundle,org.eclipse.pde.ui,3.5.1.v201001121200,"org.eclipse.pde.ui",1274280485500
started,bundle,org.eclipse.uml2.diagram.common,0.9.0.v200906190654,"org.eclipse.uml2.diagram.common",1274280485520
os,sysinfo,,,"macosx",1274280485524
arch,sysinfo,,,"x86",1274280485524
ws,sysinfo,,,"cocoa",1274280485524
locale,sysinfo,,,"fr_FR",1274280485524
processors,sysinfo,,,"2",1274280485524
java.runtime.name,sysinfo,,,"Java(TM) 2 Runtime Environment, Standard Edition",1274280485524
java.runtime.version,sysinfo,,,"1.5.0_20-b02-315",1274280485524
java.specification.name,sysinfo,,,"Java Platform API Specification",1274280485524
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1274280485524
java.specification.version,sysinfo,,,"1.5",1274280485524
java.vendor,sysinfo,,,"Apple Inc.",1274280485524
java.version,sysinfo,,,"1.5.0_20",1274280485524
java.vm.info,sysinfo,,,"mixed mode",1274280485524
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1274280485524
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1274280485524
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1274280485524
java.vm.specification.version,sysinfo,,,"1.0",1274280485524
java.vm.vendor,sysinfo,,,"Apple Inc.",1274280485524
java.vm.version,sysinfo,,,"1.5.0_20-141",1274280485524
started,bundle,org.eclipse.emf.validation,1.3.0.v200901271722,"org.eclipse.emf.validation",1274280485958
started,bundle,org.eclipse.xtend.typesystem.emf.ui,0.7.2.v200908120436,"org.eclipse.xtend.typesystem.emf.ui",1274280486044
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274280495197
activated,view,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.internal.introview",1274280495207
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1274280497098
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1274280497124
closed,view,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.internal.introview",1274280497137
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274280526139
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274280527032
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274280528271
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274280534212
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274280538503
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274280634834
started,bundle,org.eclipse.debug.core,3.5.1.v20091103_r352,"org.eclipse.debug.core",1274280640407
started,bundle,org.eclipse.jdt.launching,3.5.1.v20100108_r352,"org.eclipse.jdt.launching",1274280640421
started,bundle,org.eclipse.jdt.launching.macosx,3.2.0.v20090527,"org.eclipse.jdt.launching.macosx",1274280640432
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274280645567
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274280700352
started,bundle,org.eclipse.jdt.apt.core,3.3.202.R35x_v20091130-2300,"org.eclipse.jdt.apt.core",1274280700424
started,bundle,org.eclipse.gmf.xpand.migration,1.0.0.v20090608-0720,"org.eclipse.gmf.xpand.migration",1274280700602
started,bundle,org.eclipse.ltk.core.refactoring,3.5.0.v20090513-2000,"org.eclipse.ltk.core.refactoring",1274280706277
started,bundle,org.eclipse.ltk.ui.refactoring,3.4.101.r352_v20100209,"org.eclipse.ltk.ui.refactoring",1274280706296
started,bundle,org.eclipse.compare,3.5.2.r35x_20100113-0800,"org.eclipse.compare",1274280706634
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274280709581
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274280715830
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274280719087
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274280763598
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274280764950
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274280824640
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274280834265
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274280982814
started,bundle,org.eclipse.emf.mint,0.8.0.v200906161513,"org.eclipse.emf.mint",1274280983129
started,bundle,org.eclipse.emf.mint.ui,0.8.0.v200906161513,"org.eclipse.emf.mint.ui",1274280983131
started,bundle,org.eclipse.compare.core,3.5.0.I20090430-0408,"org.eclipse.compare.core",1274280983883
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1274280983921
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1274280984042
started,bundle,org.eclipse.core.variables,3.2.200.v20090521,"org.eclipse.core.variables",1274280984255
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1274280988652
started,bundle,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui",1274280994633
started,bundle,org.eclipse.cdt.core,5.1.2.201002161416,"org.eclipse.cdt.core",1274280995024
started,bundle,org.eclipse.cdt.debug.core,6.0.0.201002161416,"org.eclipse.cdt.debug.core",1274280995027
started,bundle,org.eclipse.cdt.debug.ui,6.0.0.201002161416,"org.eclipse.cdt.debug.ui",1274280995051
started,bundle,org.eclipse.cdt.core.tests,5.1.2.201002161416,"org.eclipse.cdt.core.tests",1274280995162
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274280996890
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274280999987
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.properties",1274281000144
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274281023211
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1274281025436
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274281025585
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1274281025624
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274281034282
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274281062202
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274281067635
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274281075909
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1274281076082
started,bundle,org.eclipse.jdt.debug,3.5.0.v20090526,"org.eclipse.jdt.debug",1274281076358
started,bundle,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui",1274281076457
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1274281076487
started,bundle,org.eclipse.acceleo.ide.ui,0.8.1.v200909161003,"org.eclipse.acceleo.ide.ui",1274281090626
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274281091790
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274281093539
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20090504,"org.eclipse.ui.externaltools",1274281101876
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274281109059
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274281367271
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274281417835
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274281431278
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1274281433908
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274281436713
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274281523819
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274281529113
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274281573863
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1274281574019
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1274281574074
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1274281582997
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274281585827
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274281606633
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274281612155
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274281625838
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274281632687
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1274281634025
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274281634130
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1274281634157
error,log,,,"Could not decorate element.",1274281634346
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274281644712
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274281663800
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1274281663955
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1274281664010
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1274281666027
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274281669150
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274281688476
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1274281688621
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1274281688682
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274281695528
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274281710068
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1274281711642
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274281714369
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274281819427
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274281822969
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274281833641
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1274281833775
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1274281833839
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274281858356
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274281871362
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1274281873000
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274281882804
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274281891606
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1274281891760
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1274281891815
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274281896332
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274281927348
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1274281929620
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274281932615
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274281938527
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1274281938660
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1274281938713
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1274281939929
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274281943512
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274281947440
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1274281947582
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1274281947642
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274281950446
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274281968923
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1274281972372
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274281975150
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274281990996
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274281999710
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274282006807
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1274282006954
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1274282007017
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1274282023578
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274282029862
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274282043888
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1274282044074
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1274282044134
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274282049190
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274282080540
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274282091508
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274282259666
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274282327672
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274282396880
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1274282399290
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274282405446
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274282413975
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1274282414149
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1274282414204
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274282418079
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274282459490
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1274282461721
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274282464514
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274282480342
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274282485675
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274282489484
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1274282489622
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1274282489678
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274282492793
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274282545642
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1274282547635
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274282551118
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274282573671
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1274282573814
